trial_number,stim_type,tone,intensity,expectation,prob_hightone_sad,gender,block_index,response_duration,predict_response_time,predict_response,predict_result,response_response_time,response_response,response_result,reward
55,sad,low,high,0,0.1,M,2,0.8,0.3643000000004122,sad,1,0.2326999999997951,sad,1.0,46
56,sad,low,low,0,0.1,F,2,0.8,0.2902000000001408,sad,1,0.41599999999994,sad,1.0,23
57,angry,low,low,1,0.1,F,2,0.8,0.25649999999996,sad,0,0.4402000000002317,sad,0.0,-50
58,sad,low,high,0,0.1,M,2,0.8,0.393100000000004,angry,0,0.3077999999998155,angry,0.0,-50
59,angry,high,high,0,0.1,M,2,0.8,0.4273000000002867,angry,1,0.3942999999999301,angry,1.0,25
60,sad,low,low,0,0.1,F,2,0.8,0.320299999999861,sad,1,0.30370000000039,sad,1.0,36
61,angry,low,high,1,0.9,F,3,0.8,0.1044000000003961,sad,0,0.5132999999998447,angry,1.0,11
62,sad,high,low,1,0.9,M,3,0.8,0.1317000000001371,angry,0,0.3209999999999127,angry,0.0,-50
63,angry,low,low,1,0.9,M,3,0.8,0.9474999999999908,sad,0,0.2596000000000913,sad,0.0,-50
64,angry,low,high,1,0.9,F,3,0.8,1.13570000000027,sad,0,0.4524999999998726,sad,0.0,-50
65,sad,high,low,1,0.9,M,3,0.8,0.7641999999998461,sad,1,0.2252000000003136,sad,1.0,46
66,angry,low,high,1,0.9,F,3,0.8,0.0985000000000582,angry,1,0.225400000000036,angry,1.0,46
67,sad,high,low,1,0.9,F,3,0.8,0.3817999999998847,sad,1,0.3030999999996311,sad,1.0,37
68,sad,high,high,1,0.9,M,3,0.8,0.2855999999999312,sad,1,0.2531000000001313,sad,1.0,43
69,angry,low,low,1,0.9,M,3,0.8,0.1304000000000087,angry,1,0.5030999999996766,angry,1.0,12
70,sad,high,low,1,0.9,F,3,0.8,0.0811000000001058,sad,1,0.28650000000016,sad,1.0,39
